ENSG00000000003	TSPAN6
ENSG00000271344	AC018638.6
ENSG00000271347	AC124312.5
ENSG00000271350	AC103792.1
ENSG00000271383	NBPF19
ENSG00000271398	AL353622.2
ENSG00000271401	AC010680.5
ENSG00000271425	NBPF10
ENSG00000271480	MTND3P19
ENSG00000271503	CCL5
ENSG00000271533	Z83843.1
ENSG00000271550	BNIP3P11
ENSG00000271554	AL138787.2
ENSG00000271557	YPEL5P2
ENSG00000271576	AL359504.2
ENSG00000271590	AC108463.3
ENSG00000271601	LIX1L
ENSG00000271605	MILR1
ENSG00000271614	ATP2B1-AS1
ENSG00000271643	AC112220.4
ENSG00000271646	AC099343.3
ENSG00000271670	AC010998.2
ENSG00000271680	AC098935.2
ENSG00000271707	ATP1B3P1
ENSG00000271711	AC069236.1
ENSG00000271716	AC022001.2
ENSG00000271732	AL137798.1
ENSG00000271737	AC008608.2
ENSG00000271751	AP003392.5
ENSG00000271755	AL031118.1
ENSG00000271778	AC080013.3
ENSG00000271780	AL118558.3
ENSG00000271781	AC026740.1
ENSG00000271789	AL080317.2
ENSG00000271803	AL121906.1
ENSG00000271826	PLS3-AS1
ENSG00000271828	AC008937.3
ENSG00000271840	AL031281.2
ENSG00000271843	AC012557.1
ENSG00000271851	AC087501.4
ENSG00000271855	AC073195.1
ENSG00000271856	LINC01215
ENSG00000271857	AL096865.1
ENSG00000271862	AC104118.1
ENSG00000271869	AC026979.2
ENSG00000271870	AC024060.1
ENSG00000271882	AP001330.5
ENSG00000271888	AL136162.1
ENSG00000271889	AC016747.2
ENSG00000271895	AL109811.3
ENSG00000271911	AL357054.3
ENSG00000271913	AL035530.2
ENSG00000271918	AC034236.2
ENSG00000271933	AL603756.1
ENSG00000271937	AC104187.1
ENSG00000271963	AC026786.2
ENSG00000271964	AC090948.1
ENSG00000271966	AC021321.1
ENSG00000271971	AC120053.1
ENSG00000271976	AC012467.2
ENSG00000271991	AC013400.1
ENSG00000271993	AC126118.1
ENSG00000271996	AC019080.4
ENSG00000272006	AC037487.3
ENSG00000272008	AL139274.2
ENSG00000272009	AL121944.1
ENSG00000272010	AC100814.1
ENSG00000272024	AC064807.4
ENSG00000272031	ANKRD34A
ENSG00000272033	AL136984.1
ENSG00000272034	SNORD14A
ENSG00000272037	AP002907.1
ENSG00000272040	AC010245.2
ENSG00000272046	AL445647.1
ENSG00000272047	GTF2H5
ENSG00000272054	AC007390.2
ENSG00000272055	RNU6-6P
ENSG00000272056	AC013472.3
ENSG00000272068	AL365181.2
ENSG00000272070	AC005618.1
ENSG00000272071	AC122710.3
ENSG00000272072	AC004492.1
ENSG00000272076	AC090186.1
ENSG00000272078	AL139423.1
ENSG00000272079	AC004233.3
ENSG00000272084	AL137127.1
ENSG00000272086	AC025181.2
ENSG00000272087	AC080013.4
ENSG00000272097	AL024498.1
ENSG00000272106	AL691432.2
ENSG00000272112	AC011374.2
ENSG00000272121	AC006058.3
ENSG00000272123	AC008966.2
ENSG00000272129	AL359715.3
ENSG00000272138	LINC01607
ENSG00000272140	AC022400.5
ENSG00000272142	AL359643.3
ENSG00000272144	AC025171.4
ENSG00000272145	NFYC-AS1
ENSG00000272148	AC013403.2
ENSG00000272150	NBPF25P
ENSG00000272155	AC055822.1
ENSG00000272168	CASC15
ENSG00000272175	AL050343.2
ENSG00000272189	AL024508.2
ENSG00000272192	AC100812.1
ENSG00000272205	AL451050.2
ENSG00000272211	AC114760.2
ENSG00000272217	AL645940.1
ENSG00000272219	AC005072.1
ENSG00000272221	AL645933.2
ENSG00000272223	AL136304.1
ENSG00000272240	AC004908.1
ENSG00000272247	AC080013.5
ENSG00000272255	AC113361.1
ENSG00000272256	AC044849.1
ENSG00000272259	LINC01749
ENSG00000272263	AC034198.2
ENSG00000272264	AC009686.2
ENSG00000272267	AC021242.3
ENSG00000272269	AL138724.1
ENSG00000272275	AC092687.3
ENSG00000272277	AL031963.3
ENSG00000272282	LINC02084
ENSG00000272288	AL451165.2
ENSG00000272301	AP002360.3
ENSG00000272308	AC104113.1
ENSG00000272316	AL021368.2
ENSG00000272323	AC026801.2
ENSG00000272325	NUDT3
ENSG00000272330	AC002044.1
ENSG00000272333	KMT2B
ENSG00000272335	AC093297.2
ENSG00000272338	AC067838.1
ENSG00000272341	AL137003.2
ENSG00000272345	AL031775.1
ENSG00000272347	AC116351.2
ENSG00000272354	AC092354.1
ENSG00000272356	AL080317.3
ENSG00000272360	AC116036.2
ENSG00000272368	AC074032.1
ENSG00000272369	AC008035.1
ENSG00000272370	AC092354.2
ENSG00000272372	AC009102.2
ENSG00000272374	Z97832.2
ENSG00000272375	AC026979.3
ENSG00000272383	AC006270.3
ENSG00000272391	POM121C
ENSG00000272398	CD24
ENSG00000272402	AL031775.2
ENSG00000272405	AL365181.3
ENSG00000272419	AC241585.2
ENSG00000272420	AL513477.2
ENSG00000272432	AL031432.3
ENSG00000272438	AL645608.7
ENSG00000272447	AL135925.1
ENSG00000272449	AL139246.5
ENSG00000272455	AL391244.3
ENSG00000272459	AC139795.3
ENSG00000272462	U91328.1
ENSG00000272468	AL021807.1
ENSG00000272473	AC006273.1
ENSG00000272476	AL024507.2
ENSG00000272486	AC090922.1
ENSG00000272489	AL132656.3
ENSG00000272501	AL662844.4
ENSG00000272509	AC087752.4
ENSG00000272512	AL645608.8
ENSG00000272518	AC036214.2
ENSG00000272525	AC099522.2
ENSG00000272529	AC090948.3
ENSG00000272533	SNORA28
ENSG00000272556	GTF2IP13
ENSG00000272562	AL512343.2
ENSG00000272563	AC016745.2
ENSG00000272567	AC109347.2
ENSG00000272572	AL138762.1
ENSG00000272574	AL596325.2
ENSG00000272576	AC027271.1
ENSG00000272578	AP000347.1
ENSG00000272583	AL592494.3
ENSG00000272588	AC139887.4
ENSG00000272599	AC016394.2
ENSG00000272604	AC073073.2
ENSG00000272617	COG8_2
ENSG00000272620	AFAP1-AS1
ENSG00000272627	AC016542.1
ENSG00000272630	AL731563.3
ENSG00000272631	AC067750.1
ENSG00000272644	AC097468.3
ENSG00000272645	GTF2IP20
ENSG00000272654	AL358472.2
ENSG00000272655	POLR2J4_2
ENSG00000272656	AC024933.1
ENSG00000272660	AC090425.1
ENSG00000272662	AC073352.1
ENSG00000272663	AC093635.1
ENSG00000272667	AC012306.2
ENSG00000272668	AL590560.2
ENSG00000272669	AL021707.6
ENSG00000272677	AC124016.1
ENSG00000272686	AC006333.2
ENSG00000272689	AC004832.4
ENSG00000272692	AC010997.4
ENSG00000272693	AC073107.1
ENSG00000272696	AL359091.4
ENSG00000272699	AC007620.3
ENSG00000272702	AC010913.1
ENSG00000272707	AC046143.2
ENSG00000272711	AC019069.1
ENSG00000272715	AL157904.1
ENSG00000272716	AL121658.1
ENSG00000272719	AC006483.2
ENSG00000272732	AC004982.1
ENSG00000272734	ADIRF-AS1
ENSG00000272735	AC007881.3
ENSG00000272744	AC107214.2
ENSG00000272750	AL592148.3
ENSG00000272752	STAG3L5P-PVRIG2P-PILRB
ENSG00000272758	AC083798.2
ENSG00000272763	AC103702.2
ENSG00000272764	AL596094.1
ENSG00000272768	AC004854.2
ENSG00000272769	AC097532.2
ENSG00000272779	AC245060.4
ENSG00000272787	AC253536.6
ENSG00000272791	AC073389.3
ENSG00000272799	AC006238.1
ENSG00000272800	AC021851.1
ENSG00000272807	AC007038.2
ENSG00000272808	AC015712.6
ENSG00000272812	AC004908.2
ENSG00000272821	U62317.3
ENSG00000272825	AL844908.1
ENSG00000272829	AC002470.1
ENSG00000272831	AC027644.3
ENSG00000272840	AC092902.3
ENSG00000272841	AL139393.2
ENSG00000272842	AL391834.1
ENSG00000272843	AC211476.2
ENSG00000272844	AC074044.1
ENSG00000272853	AC069544.1
ENSG00000272854	AC004839.1
ENSG00000272858	Z93930.3
ENSG00000272864	AC135803.1
ENSG00000272870	AC097534.2
ENSG00000272886	DCP1A
ENSG00000272888	LINC01578
ENSG00000272894	AC004982.2
ENSG00000272895	AC009303.3
ENSG00000272902	TBC1D8-AS1
ENSG00000272906	AL353708.3
ENSG00000272909	AL122035.2
ENSG00000272918	AC005070.3
ENSG00000272927	AC107464.3
ENSG00000272931	AC099568.2
ENSG00000272948	AP001412.1
ENSG00000272973	AP000350.5
ENSG00000272979	AC093388.1
ENSG00000272989	LINC02012
ENSG00000272990	AC084036.1
ENSG00000272994	AC012360.3
ENSG00000273001	AL731533.2
ENSG00000273002	AL355388.2
ENSG00000273006	AC009229.3
ENSG00000273008	AC010864.1
ENSG00000273013	AC117490.2
ENSG00000273014	AC018645.2
ENSG00000273015	AC008124.1
ENSG00000273017	AP000240.1
ENSG00000273018	AC107983.2
ENSG00000273026	AL358472.3
ENSG00000273033	LINC02035
ENSG00000273035	AC007684.1
ENSG00000273045	C2orf15
ENSG00000273055	AC005046.1
ENSG00000273058	AL359921.2
ENSG00000273061	CDC37L1-AS1
ENSG00000273062	AL449106.1
ENSG00000273063	AC007250.1
ENSG00000273064	AC017083.1
ENSG00000273066	AL355987.4
ENSG00000273073	AC073869.3
ENSG00000273076	AL021707.7
ENSG00000273080	AC009309.1
ENSG00000273102	AP000569.1
ENSG00000273108	AL121929.2
ENSG00000273117	AC144652.1
ENSG00000273125	LINC01990
ENSG00000273136	NBPF26
ENSG00000273142	AC073335.2
ENSG00000273143	AL355512.1
ENSG00000273148	AL035563.1
ENSG00000273156	AC124016.2
ENSG00000273162	AL133215.2
ENSG00000273165	AL121652.1
ENSG00000273173	SNURF
ENSG00000273174	AC108673.2
ENSG00000273175	BX323046.1
ENSG00000273181	AC131235.4
ENSG00000273183	AC093726.2
ENSG00000273186	AL359091.5
ENSG00000273199	AP000692.2
ENSG00000273203	AC006946.2
ENSG00000273214	AL031587.4
ENSG00000273226	AL391834.2
ENSG00000273230	AC102953.2
ENSG00000273232	AC090912.3
ENSG00000273237	AC004520.1
ENSG00000273240	AC013468.1
ENSG00000273243	Z82243.1
ENSG00000273247	AC097376.2
ENSG00000273270	AC090114.2
ENSG00000273271	AP000254.1
ENSG00000273274	ZBTB8B
ENSG00000273284	AP001033.2
ENSG00000273297	AC009275.1
ENSG00000273301	AC016717.2
ENSG00000273306	AC018690.1
ENSG00000273311	DGCR11
ENSG00000273314	AC005229.4
ENSG00000273319	AC058791.1
ENSG00000273329	AC078846.1
ENSG00000273338	AC103591.3
ENSG00000273344	PAXIP1-AS1
ENSG00000273350	AC004832.5
ENSG00000273355	AP000894.4
ENSG00000273356	LINC02019
ENSG00000273366	Z83851.2
ENSG00000273367	AL355472.4
ENSG00000273369	AC096586.2
ENSG00000273373	AL355488.1
ENSG00000273375	AC055764.2
ENSG00000273382	AL356488.3
ENSG00000273384	AL137796.1
ENSG00000273391	AC083880.1
ENSG00000273403	AC107294.3
ENSG00000273415	AP000904.1
ENSG00000273428	AC004832.6
ENSG00000273443	AL645608.9
ENSG00000273447	AC004067.1
ENSG00000273448	AC006480.2
ENSG00000273449	AC093788.1
ENSG00000273456	AC064836.3
ENSG00000273464	AP000238.1
ENSG00000273486	AC096992.2
ENSG00000273493	AC098479.1
ENSG00000273524	RF00017_142
ENSG00000273559	CWC25
ENSG00000273568	AC131009.3
ENSG00000273576	AC009283.1
ENSG00000273599	AL731571.1
ENSG00000273604	EPOP
ENSG00000273611	ZNHIT3
ENSG00000273619	AL121832.2
ENSG00000273702	AC091271.1
ENSG00000273703	HIST1H2BM
ENSG00000273721	AC087385.3
ENSG00000273723	AL139089.1
ENSG00000273727	RF00003
ENSG00000273747	AC022558.3
ENSG00000273749	CYFIP1
ENSG00000273760	AC245041.1
ENSG00000273763	AC007318.2
ENSG00000273769	U52112.1
ENSG00000273783	AL136040.1
ENSG00000273786	AC020658.4
ENSG00000273802	HIST1H2BG
ENSG00000273812	BX640514.2
ENSG00000273816	AC005695.3
ENSG00000273820	USP27X
ENSG00000273821	AL096828.3
ENSG00000273828	AL133227.1
ENSG00000273841	TAF9
ENSG00000273855	AC020658.5
ENSG00000273888	FRMD6-AS1
ENSG00000273891	AL731566.1
ENSG00000273893	AL133520.1
ENSG00000273899	NOL12
ENSG00000273951	AL031667.3
ENSG00000273965	AC243654.1
ENSG00000273971	AC009163.6
ENSG00000273983	HIST1H3G
ENSG00000274001	AL512506.1
ENSG00000274008	RF00017_87
ENSG00000274015	AL136038.5
ENSG00000274020	LINC01138
ENSG00000274026	FAM27E3
ENSG00000274038	AC007014.2
ENSG00000274070	CASTOR2
ENSG00000274105	AC084824.3
ENSG00000274114	AC004706.3
ENSG00000274128	AC027807.2
ENSG00000274180	NATD1
ENSG00000274210	RF00003_11
ENSG00000274211	SOCS7
ENSG00000274213	AC015912.3
ENSG00000274215	AC106028.4
ENSG00000274220	AC009163.7
ENSG00000274265	AC245297.3
ENSG00000274267	HIST1H3B
ENSG00000274272	AC069281.2
ENSG00000274303	RF00100_6
ENSG00000274315	AC009318.3
ENSG00000274340	AC032011.1
ENSG00000274349	ZNF658
ENSG00000274363	AC087742.1
ENSG00000274364	AL110115.1
ENSG00000274367	AC004233.4
ENSG00000274383	AC103691.1
ENSG00000274386	TMEM269
ENSG00000274421	AL162390.1
ENSG00000274422	AC245060.5
ENSG00000274425	AC114271.1
ENSG00000274444	AC078909.2
ENSG00000274460	AC092119.2
ENSG00000274461	AL391425.1
ENSG00000274471	AC242376.2
ENSG00000274487	AC244154.1
ENSG00000274512	TBC1D3L
ENSG00000274523	RCC1L
ENSG00000274528	AC090970.3
ENSG00000274576	IGHV2-70
ENSG00000274591	AC025031.3
ENSG00000274602	PI4KAP1
ENSG00000274605	AL355338.1
ENSG00000274620	MIR378J
ENSG00000274629	AC073052.2
ENSG00000274641	HIST1H2BO
ENSG00000274654	AC022467.1
ENSG00000274667	AC090517.2
ENSG00000274678	AC106886.3
ENSG00000274698	AC099521.1
ENSG00000274712	AC005332.5
ENSG00000274749	KRTAP7-1
ENSG00000274765	AC018926.1
ENSG00000274767	AC243829.1
ENSG00000274799	RF00017_45
ENSG00000274808	TBC1D3B
ENSG00000274825	AL023803.2
ENSG00000274828	AC068473.5
ENSG00000274849	AC023043.4
ENSG00000274897	PANO1
ENSG00000274918	AC116447.1
ENSG00000274925	AC008741.2
ENSG00000274929	AL157813.1
ENSG00000274933	TBC1D3I
ENSG00000274963	RN7SL600P
ENSG00000274964	AC026356.1
ENSG00000274987	AC092794.1
ENSG00000274997	HIST1H2AH
ENSG00000275004	ZNF280B
ENSG00000275014	RN7SL166P
ENSG00000275023	MLLT6
ENSG00000275029	HMGB1P24
ENSG00000275052	PPP4R3B
ENSG00000275056	AC020663.3
ENSG00000275066	SYNRG
ENSG00000275070	RF00017_65
ENSG00000275074	NUDT18
ENSG00000275092	AL031710.2
ENSG00000275111	ZNF2
ENSG00000275131	AC241952.1
ENSG00000275175	AC106028.5
ENSG00000275180	AC048341.2
ENSG00000275183	LENG9
ENSG00000275202	AL161421.1
ENSG00000275216	AL161431.1
ENSG00000275223	AL121906.2
ENSG00000275294	LINC02340
ENSG00000275302	CCL4
ENSG00000275315	AC141273.3
ENSG00000275318	AL136981.2
ENSG00000275342	PRAG1
ENSG00000275361	AC245517.5
ENSG00000275379	HIST1H3I
ENSG00000275393	AC018695.6
ENSG00000275395	FCGBP
ENSG00000275418	AC104971.3
ENSG00000275441	AC020765.2
ENSG00000275457	AL117332.1
ENSG00000275464	FP565260.1
ENSG00000275479	AC087741.2
ENSG00000275481	AC025031.4
ENSG00000275484	AP003419.3
ENSG00000275485	AL512652.1
ENSG00000275494	AC133552.5
ENSG00000275523	MIR6508
ENSG00000275538	RNVU1-19
ENSG00000275557	AC242842.1
ENSG00000275560	AC008115.3
ENSG00000275576	AL049539.1
ENSG00000275580	AC022306.2
ENSG00000275632	AL035461.2
ENSG00000275700	AATF
ENSG00000275709	AC090527.3
ENSG00000275713	HIST1H2BH
ENSG00000275714	HIST1H3A
ENSG00000275719	AC008622.2
ENSG00000275720	AC243830.2
ENSG00000275759	AC026367.3
ENSG00000275764	AC092747.4
ENSG00000275765	AC091982.3
ENSG00000275769	AC068792.1
ENSG00000275807	AC145285.6
ENSG00000275812	AL121829.2
ENSG00000275832	ARHGAP23
ENSG00000275835	TUBGCP5
ENSG00000275854	AC084824.4
ENSG00000275874	PICSAR
ENSG00000275880	AL139385.1
ENSG00000275881	RF00017_97
ENSG00000275895	U2AF1L5
ENSG00000275897	AC021491.4
ENSG00000275910	AC138932.5
ENSG00000275963	AC008115.4
ENSG00000275964	AL355001.2
ENSG00000275966	AC110285.6
ENSG00000275993	SIK1B
ENSG00000276007	AC079414.3
ENSG00000276023	DUSP14
ENSG00000276026	AL031665.2
ENSG00000276030	AC073534.1
ENSG00000276043	UHRF1
ENSG00000276045	ORAI1
ENSG00000276070	CCL4L2
ENSG00000276071	AC074138.1
ENSG00000276075	AC027682.6
ENSG00000276085	CCL3L1
ENSG00000276102	MIR6747
ENSG00000276107	AC037198.1
ENSG00000276115	AC026356.2
ENSG00000276131	AC009118.2
ENSG00000276136	AC016957.2
ENSG00000276141	WHAMMP3
ENSG00000276148	AC084824.5
ENSG00000276170	AC244153.1
ENSG00000276174	AC087683.2
ENSG00000276180	HIST1H4I
ENSG00000276182	AL163051.2
ENSG00000276216	AC245014.3
ENSG00000276223	AL118522.1
ENSG00000276231	PIK3R6
ENSG00000276234	TADA2A
ENSG00000276259	AC009118.3
ENSG00000276272	AC024884.2
ENSG00000276291	FRG1HP
ENSG00000276293	PIP4K2B
ENSG00000276368	HIST1H2AJ
ENSG00000276390	AC004241.3
ENSG00000276400	VN1R9P
ENSG00000276408	AC025287.2
ENSG00000276449	AC004076.2
ENSG00000276467	Z93929.2
ENSG00000276517	AL133243.3
ENSG00000276529	AP001505.1
ENSG00000276550	HERC2P2
ENSG00000276564	AC130650.2
ENSG00000276571	AC002550.2
ENSG00000276573	AL442067.1
ENSG00000276603	AL109614.1
ENSG00000276672	AL161891.1
ENSG00000276698	AL136295.6
ENSG00000276704	AL442067.2
ENSG00000276710	CSPG4P10
ENSG00000276718	AC005840.4
ENSG00000276728	AC142472.1
ENSG00000276778	LINC02227
ENSG00000276791	AC092117.1
ENSG00000276805	AL133216.2
ENSG00000276814	AC004801.6
ENSG00000276831	AC020922.4
ENSG00000276840	PMS2P10
ENSG00000276842	AC023510.2
ENSG00000276850	AC245041.2
ENSG00000276853	AC026124.2
ENSG00000276855	AC015922.4
ENSG00000276900	AC023157.3
ENSG00000276903	HIST1H2AL
ENSG00000276945	AC008498.1
ENSG00000276957	AL158063.1
ENSG00000276966	HIST1H4E
ENSG00000276968	AL158196.1
ENSG00000276980	AC008760.2
ENSG00000276984	AL023881.1
ENSG00000277007	AC096642.1
ENSG00000277050	AL122125.1
ENSG00000277053	GTF2IP1
ENSG00000277072	STAG3L2
ENSG00000277075	HIST1H2AE
ENSG00000277117	FP565260.3
ENSG00000277130	AC073569.3
ENSG00000277147	LINC00869
ENSG00000277149	TYW1B
ENSG00000277151	AL138820.1
ENSG00000277152	AC110048.2
ENSG00000277157	HIST1H4D
ENSG00000277159	AL139384.2
ENSG00000277161	PIGW
ENSG00000277170	AC012676.3
ENSG00000277203	F8A1
ENSG00000277224	HIST1H2BF
ENSG00000277232	GTSE1-AS1
ENSG00000277233	RF00017_107
ENSG00000277258	PCGF2
ENSG00000277283	AC004812.2
ENSG00000277324	AC093462.1
ENSG00000277363	SRCIN1
ENSG00000277368	AL138966.2
ENSG00000277383	AC010331.1
ENSG00000277386	AL138999.1
ENSG00000277406	AC245407.1
ENSG00000277443	MARCKS
ENSG00000277448	LINC02338
ENSG00000277449	CEBPB-AS1
ENSG00000277452	RN7SL473P
ENSG00000277462	ZNF670
ENSG00000277476	AC005332.6
ENSG00000277498	AC107081.3
ENSG00000277511	AC116407.2
ENSG00000277534	AC007996.1
ENSG00000277559	AC018553.1
ENSG00000277581	AL023803.3
ENSG00000277602	AC005363.2
ENSG00000277634	RF00019_566
ENSG00000277639	AC007906.2
ENSG00000277662	AL354696.1
ENSG00000277677	RF00017_115
ENSG00000277687	AL139407.1
ENSG00000277693	AP003900.1
ENSG00000277715	AC079174.2
ENSG00000277734	TRAC
ENSG00000277749	AC023300.2
ENSG00000277767	AL442128.2
ENSG00000277775	HIST1H3F
ENSG00000277778	PGM5P2
ENSG00000277782	AC068870.2
ENSG00000277791	PSMB3
ENSG00000277840	AC026368.1
ENSG00000277852	AC244255.1
ENSG00000277938	AL035252.3
ENSG00000277948	RF02271_6
ENSG00000277969	AC006449.6
ENSG00000277972	CISD3
ENSG00000277978	AC010542.5
ENSG00000277998	AC107075.1
ENSG00000278002	AL627171.1
ENSG00000278009	AL139099.3
ENSG00000278017	AC064801.1
ENSG00000278023	RDM1
ENSG00000278048	RF00004_10
ENSG00000278053	DDX52
ENSG00000278071	AL161669.3
ENSG00000278075	AC114341.1
ENSG00000278090	AC036108.4
ENSG00000278097	AC243829.5
ENSG00000278107	AC027575.2
ENSG00000278126	AC139768.1
ENSG00000278129	ZNF8
ENSG00000278133	AC135050.6
ENSG00000278156	TSC22D1-AS1
ENSG00000278175	GLIDR
ENSG00000278195	SSTR3
ENSG00000278231	AL133342.1
ENSG00000278238	AL359513.1
ENSG00000278259	MYO19
ENSG00000278266	AC079949.2
ENSG00000278291	AL161772.1
ENSG00000278311	GGNBP2
ENSG00000278318	ZNF229
ENSG00000278330	AC018529.2
ENSG00000278356	AC005911.1
ENSG00000278376	AP004609.3
ENSG00000278383	AL031673.1
ENSG00000278389	AC099518.6
ENSG00000278390	AL354696.2
ENSG00000278396	AL122023.1
ENSG00000278416	PMS2P2
ENSG00000278463	HIST1H2AB
ENSG00000278472	AC009268.2
ENSG00000278520	MIR7851
ENSG00000278535	DHRS11
ENSG00000278540	ACACA
ENSG00000278576	AL162171.3
ENSG00000278588	HIST1H2BI
ENSG00000278600	AC015871.3
ENSG00000278611	ZNF426-DT
ENSG00000278619	MRM1
ENSG00000278635	AC141557.2
ENSG00000278636	RF00017_7
ENSG00000278637	HIST1H4A
ENSG00000278662	GOLGA6L10
ENSG00000278683	AC006329.2
ENSG00000278705	HIST1H4B
ENSG00000278709	NKILA
ENSG00000278719	MCM8-AS1
ENSG00000278730	AC005332.7
ENSG00000278740	AC005332.8
ENSG00000278743	AC087239.1
ENSG00000278765	AC004477.3
ENSG00000278768	BACE1-AS
ENSG00000278784	AL136295.7
ENSG00000278794	RF00017_131
ENSG00000278816	AL121890.5
ENSG00000278818	RF00017_110
ENSG00000278828	HIST1H3H
ENSG00000278829	AC099811.5
ENSG00000278834	AC073508.3
ENSG00000278845	MRPL45
ENSG00000278847	AC006157.1
ENSG00000278864	AC055811.4
ENSG00000278867	AC090616.6
ENSG00000278869	BX539320.1
ENSG00000278876	AC145207.9
ENSG00000278879	AP000560.1
ENSG00000278889	OR2S2
ENSG00000278899	AL358852.1
ENSG00000278900	AC139792.2
ENSG00000278916	CEP83-AS1
ENSG00000278921	EPB41L4A-AS2
ENSG00000278931	CR381670.1
ENSG00000278952	AP003068.4
ENSG00000278954	AC130686.1
ENSG00000278962	AC092645.1
ENSG00000278963	AC005921.3
ENSG00000278970	HEIH
ENSG00000278974	AC093909.6
ENSG00000278987	AL031009.1
ENSG00000278989	AP001148.1
ENSG00000278993	AC002350.1
ENSG00000278998	AC099552.4
ENSG00000279022	AL359715.4
ENSG00000279031	AC004232.3
ENSG00000279039	AC011447.6
ENSG00000279041	AC102945.2
ENSG00000279044	AC007787.2
ENSG00000279059	AC007485.2
ENSG00000279066	HEXDC-IT1
ENSG00000279069	AC015813.5
ENSG00000279078	SND1-IT1
ENSG00000279085	AL022323.3
ENSG00000279087	AC073592.4
ENSG00000279088	AC022400.7
ENSG00000279089	AC005839.1
ENSG00000279092	AC025678.3
ENSG00000279094	LINC01670
ENSG00000279095	AC243964.3
ENSG00000279103	AC138470.1
ENSG00000279110	AL022323.4
ENSG00000279117	AP001972.5
ENSG00000279130	AC091925.1
ENSG00000279133	AC018628.1
ENSG00000279140	AL590326.1
ENSG00000279148	AC126474.1
ENSG00000279149	AL356750.1
ENSG00000279159	AC003681.1
ENSG00000279161	AC093503.3
ENSG00000279175	AL033543.1
ENSG00000279179	AL662907.2
ENSG00000279187	AC027601.5
ENSG00000279191	AC068491.4
ENSG00000279192	PWAR5
ENSG00000279197	AC010608.2
ENSG00000279198	AC008894.3
ENSG00000279204	AC134043.2
ENSG00000279207	AC015813.6
ENSG00000279212	AL390961.3
ENSG00000279225	AC138305.3
ENSG00000279227	AC009303.4
ENSG00000279233	AC122688.3
ENSG00000279253	AL121753.2
ENSG00000279259	AC087741.3
ENSG00000279265	AC000123.2
ENSG00000279275	AP002505.2
ENSG00000279278	AC245060.6
ENSG00000279281	AC015883.1
ENSG00000279283	AC131009.4
ENSG00000279289	AL136164.3
ENSG00000279314	AC002525.1
ENSG00000279317	AC006994.2
ENSG00000279329	AC020910.5
ENSG00000279330	AJ003147.3
ENSG00000279331	RBM12B-AS1
ENSG00000279332	AC090772.4
ENSG00000279336	AL353662.3
ENSG00000279342	AP000866.6
ENSG00000279345	Z98885.3
ENSG00000279347	AC021945.1
ENSG00000279348	AC012513.3
ENSG00000279355	AGPAT4-IT1
ENSG00000279356	AC007610.4
ENSG00000279365	AP000695.3
ENSG00000279368	AL031123.3
ENSG00000279369	AC046185.3
ENSG00000279384	AC080188.2
ENSG00000279392	AL158801.5
ENSG00000279406	AL359183.1
ENSG00000279407	AC007191.1
ENSG00000279419	AC004925.1
ENSG00000279433	AC018529.3
ENSG00000279434	AL049776.1
ENSG00000279443	AL513497.1
ENSG00000279452	AC006277.1
ENSG00000279453	Z99129.4
ENSG00000279464	AC096720.2
ENSG00000279476	AC092139.3
ENSG00000279481	AC104791.2
ENSG00000279483	AC090498.1
ENSG00000279491	AP003733.4
ENSG00000279494	AL117328.2
ENSG00000279495	AL928654.4
ENSG00000279500	AC108704.2
ENSG00000279502	AC016542.2
ENSG00000279516	FAM230C
ENSG00000279518	AC083843.4
ENSG00000279519	AC007382.1
ENSG00000279529	AC008764.8
ENSG00000279541	AC005261.5
ENSG00000279549	AP000437.1
ENSG00000279557	AC010435.1
ENSG00000279570	AC099804.1
ENSG00000279573	AC134407.2
ENSG00000279575	AL583859.3
ENSG00000279579	LINC01666
ENSG00000279581	AC073862.2
ENSG00000279594	AL049780.3
ENSG00000279599	AC005514.1
ENSG00000279602	AC109326.1
ENSG00000279616	AL096817.1
ENSG00000279623	AL359697.1
ENSG00000279632	AP003108.4
ENSG00000279636	AL132989.2
ENSG00000279638	AC008873.1
ENSG00000279649	AC020978.9
ENSG00000279658	AC110491.2
ENSG00000279659	AL451064.2
ENSG00000279670	AL359922.3
ENSG00000279672	AP006621.5
ENSG00000279691	AC113410.3
ENSG00000279696	AP001273.1
ENSG00000279707	AC120349.3
ENSG00000279720	CR392039.4
ENSG00000279722	AC007342.7
ENSG00000279730	SETD8P1
ENSG00000279738	AL022311.1
ENSG00000279759	AC118344.2
ENSG00000279765	AC013394.1
ENSG00000279766	AC067931.1
ENSG00000279786	AC105235.1
ENSG00000279789	AC120114.4
ENSG00000279799	AC006077.2
ENSG00000279801	AC111170.3
ENSG00000279805	Z95114.3
ENSG00000279806	AC018629.1
ENSG00000279814	AC010997.6
ENSG00000279821	AC145098.2
ENSG00000279835	AL121785.1
ENSG00000279838	AL356273.3
ENSG00000279845	AC097372.3
ENSG00000279863	AC069547.1
ENSG00000279865	AC006511.3
ENSG00000279880	AC134407.3
ENSG00000279900	AP001767.4
ENSG00000279926	AL138831.3
ENSG00000279927	Z95114.4
ENSG00000279948	AC008895.1
ENSG00000279953	AC117503.3
ENSG00000279962	AP001525.1
ENSG00000279968	GVQW2
ENSG00000279977	AC008764.10
ENSG00000279989	AC011815.3
ENSG00000280002	AC078925.4
ENSG00000280003	AC097637.2
